Word,Translation,Part of Speech,Gender / Plural,Pronunciation,Example Sentence,Topic,Subtopic,Learned?
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
,,,,,,,,FALSE
